934;Niania w Nowym Jorku;2007
935;Galimatias, czyli "Kogel-mogel II";1989
936;Sęp;2012
937;Miasteczko Halloween;1993
938;Dawno temu w trawie;1998
939;Vabank II, czyli riposta;1984
940;3:10 do Yumy;2007
941;Hansel i Gretel: Łowcy czarownic;2013
942;Zakonnica w przebraniu;1992
943;W sieci kłamstw;2008
944;Sezon na misia;2006
945;Układ zamknięty;2013
946;Śmierć nadejdzie jutro;2002
947;Kontakt;1997
948;Niech będzie teraz;2012
949;Złoty kompas;2007
950;W pustyni i w puszczy;2001
951;Kot w butach;2011
952;Rekrut;2003
953;Burleska;2010
954;Pamięć absolutna;1990
955;Obłęd;2005
956;Blade: Mroczna Trójca;2004
957;Naznaczony;2010
958;Jak w niebie;2005
959;Opowieści z Narnii: Podróż Wędrowca do Świtu;2010
960;Jak ugryźć 10 milionów;2000
961;Obłędny rycerz;2001
962;Człowiek na krawędzi;2012
963;Hugo i jego wynalazek;2011
964;Legalna blondynka 2;2003
965;Różyczka;2010
966;Mission: Impossible III;2006
967;Niepokój;2007
968;Projekt: Monster;2008
969;Jedz, módl się, kochaj;2010
970;Francuski numer;2006
971;Trzy kolory: Niebieski;1993
972;Świadek koronny;2007
973;Krzyk;1996
974;Zabójcza broń 4;1998
975;Lemony Snicket: Seria niefortunnych zdarzeń;2004
976;Hellboy: Złota armia;2008
977;A więc wojna;2012
978;Erin Brockovich;2000
979;Byliśmy żołnierzami;2002
980;W ciemność. Star Trek;2013
981;Aż poleje się krew;2007
982;Godziny szczytu;1998
983;Dr Dolittle;1998
984;Ksiądz 3D;2011
985;Wściekły byk;1980
986;Garfield;2004
987;Duchy moich byłych;2009
988;High School Musical;2006
989;Honey;2003
990;Batman i Robin;1997
991;40-letni prawiczek;2005
992;Tajemnice Los Angeles;1997
993;Wybuchowa para;2010
994;Cinema Paradiso;1988
995;RoboCop;1987
996;Trener;2005
997;Dogville;2003
998;Kosmiczne jaja;1987
999;Z piekła rodem;2001
1000;Nieśmiertelny;1986
1001;Kawa i papierosy;2003
1002;Patrol;2006
1003;Powiedz tak;2001
1004;Sierota;2009
1005;Jak urodzić i nie zwariować;2012
1006;Dwóch gniewnych ludzi;2003
