1;Johnny Depp
2;Leonardo DiCaprio
3;Tom Hanks
4;Brad Pitt
5;Robert De Niro
6;Al Pacino
7;Morgan Freeman
8;Anthony Hopkins
9;Jack Nicholson
10;Bruce Willis
11;Helena Bonham Carter
12;Angelina Jolie
13;Edward Norton
14;Natalie Portman
15;Jim Carrey
16;Nicolas Cage
17;Quentin Tarantino
18;Robert Downey Jr.
19;Keira Knightley
20;Will Smith
21;Meryl Streep
22;Christian Bale
23;Ryan Gosling
24;Heath Ledger
25;Jason Statham
26;Clint Eastwood
27;Scarlett Johansson
28;Denzel Washington
29;Russell Crowe
30;Samuel L. Jackson
31;Gary Oldman
32;Sandra Bullock
33;Tim Burton
34;Penélope Cruz
35;Keanu Reeves
36;Kevin Spacey
37;Kate Winslet
38;Anne Hathaway
39;Hugh Laurie
40;Hugh Jackman
41;Mel Gibson
42;Liam Neeson
43;Colin Firth
44;Tom Cruise
45;Jake Gyllenhaal
46;Robin Williams
47;Sean Connery
48;Adam Sandler
49;Jennifer Aniston
50;Ewan McGregor
51;Nicole Kidman
52;Orlando Bloom
53;Jean Reno
54;Charlize Theron
55;Matt Damon
56;Bradley Cooper
57;Ralph Fiennes
58;Jude Law
59;Vin Diesel
60;Alan Rickman
61;Emma Watson
62;Cate Blanchett
63;Gerard Butler
64;Julia Roberts
65;Jessica Alba
66;Harrison Ford
67;Jerzy Stuhr
68;Woody Allen
69;George Clooney
70;Channing Tatum
71;Jennifer Lawrence
72;Cezary Pazura
73;Rachel McAdams
74;Cameron Diaz
75;Robert Pattinson
76;Kristen Stewart
77;Maciej Stuhr
78;Hugh Grant
79;Jared Leto
80;Sylvester Stallone
81;Christoph Waltz
82;Emma Stone
83;John Travolta
84;Marlon Brando
85;Mila Kunis
86;Robert Więckiewicz
87;Marcin Dorociński
88;Louis de Funès
89;Borys Szyc
90;Joseph Gordon-Levitt
91;Sean Penn
92;Mark Wahlberg
93;Ashton Kutcher
94;Michelle Pfeiffer
95;Matthew McConaughey
96;Ben Stiller
97;Reese Witherspoon
98;Daniel Craig
99;Marek Kondrat
100;Eddie Murphy
101;Uma Thurman
102;Jodie Foster
103;Amanda Seyfried
104;Steven Spielberg
105;Bogusław Linda
106;Rowan Atkinson
107;Rachel Weisz
108;Colin Farrell
109;Daniel Radcliffe
110;Antonio Banderas
111;Arnold Schwarzenegger
112;Hans Zimmer
113;Katherine Heigl
114;Monica Bellucci
115;Kate Beckinsale
116;Paul Walker
117;Woody Harrelson
118;Christopher Nolan
119;Ian Somerhalder
120;Dustin Hoffman
121;Milla Jovovich
122;Adrien Brody
123;Martin Scorsese
124;Catherine Zeta-Jones
125;Jackie Chan
126;Liv Tyler
127;Sean Bean
128;Kevin Costner
129;Kirsten Dunst
130;Ryan Reynolds
131;Ian McKellen
132;Ben Affleck
133;Roman Polański
134;Olivia Wilde
135;Steve Buscemi
136;Shia LaBeouf
137;Janusz Gajos
138;Winona Ryder
139;Viggo Mortensen
140;Owen Wilson
141;Christopher Walken
142;John Malkovich
143;Marion Cotillard
144;Gwyneth Paltrow
145;Tommy Lee Jones
146;Audrey Hepburn
147;Julianne Moore
148;Elijah Wood
149;Salma Hayek
150;Meg Ryan
151;Andrzej Grabowski
152;Dakota Fanning
153;Piotr Adamczyk
154;Tomasz Karolak
155;Leslie Nielsen
156;Michael Caine
157;Megan Fox
158;Renée Zellweger
159;Halle Berry
160;Joaquin Phoenix
161;Jennifer Connelly
162;Maggie Smith
163;Wentworth Miller
164;Audrey Tautou
165;Paweł Małaszyński
166;Neil Patrick Harris
167;Andrzej Chyra
168;Pierce Brosnan
169;Ellen Page
170;Kate Hudson
171;Drew Barrymore
172;David Fincher
173;Tom Hardy
174;James Franco
175;Clive Owen
176;Jennifer Lopez
177;James McAvoy
178;Sigourney Weaver
179;Bill Murray
180;Willem Dafoe
181;Piotr Fronczewski
182;Geoffrey Rush
183;Michael Fassbender
184;Stanley Kubrick
185;Javier Bardem
186;Jet Li
187;Zac Efron
188;Hilary Swank
189;Ed Harris
190;Michelle Rodriguez
191;Jeremy Irons
192;John Cusack
193;Eva Green
194;Jack Black
195;Joe Pesci
196;Tilda Swinton
197;Hugo Weaving
198;Whoopi Goldberg
199;Michael Douglas
200;Zooey Deschanel
201;Dwayne Johnson
202;Lindsay Lohan
203;Hilary Duff
204;Ridley Scott
205;Mads Mikkelsen
206;Steven Seagal
207;Jessica Biel
208;Naomi Watts
209;Marta Żmuda Trzebiatowska
210;Rupert Grint
211;Eva Mendes
212;Pedro Almodóvar
213;Benedict Cumberbatch
214;Peter Jackson
215;Josh Hartnett
216;Jean-Claude Van Damme
217;Daniel Day-Lewis
